No,Date,Day,Curator,Source,G,D,T,Problem Statement,Hint 1,Hint 2,Hint 3,Notes,Solved,Solved by,In pdf?,
1288,3 Oct 2022,Mon,Daniel,"2002 Austria Regional Competition for Advanced Students, P1 of 4",N,2,,"Find the smallest natural number $x > 0$ so that all of the following fractions are simplified:\begin{equation*}\frac{3x+9}{8},\, \frac{3x+10}{9},\, \frac{3x+11}{10},\, \cdots\!\!\,,\, \frac{3x+49}{48}\end{equation*}i.e. all numerators are relatively prime to their corresponding denominators.",,,,,,,,
1282,27 Sep 2022,Tue,Phoenix,"2006 AIME I, P9 of 15",A,2,,"The sequence $a_1, a_2, \ldots$ is geometric with $a_1=a$ and common ratio $r$, where $a$ and $r$ are positive integers. Given that $\log_8 a_1+\log_8 a_2+\cdots+\log_8 a_{12} = 2006,$ find the number of possible ordered pairs $(a,r)$.",,,,,,,,
1274,19 Sep 2022,Mon,Daniel,Folklore,N,2,,Find all integer solutions to the equation $4x^3 + 2y^3 = z^3$.,,,,,,,,
1268,13 Sep 2022,Tue,Phoenix,"2022 AIME I, P1 of 15",A,2,,"Quadratic polynomials $P(x)$ and $Q(x)$ have leading coefficients of $2$ and $-2$, respectively. The graphs of both polynomials pass through the two points $(16,54)$ and $(20,53)$. Find ${P(0) + Q(0)}$.",,,,,,,,
1267,12 Sep 2022,Mon,Daniel,Folklore,G,2,,"Let $ABC$ be a triangle, and $L$, $M$ and $N$ the midpoints of $BC$, $CA$ and $AB$, respectively. Prove that $\angle LAC = \angle ABM$ if, and only if, $\angle ANC = \angle ALB$.",,,,,,,,
1260,5 Sep 2022,Mon,Daniel,"2013 Chile Classification NMO, P1 of 6",CG,2,,Ten points are chosen inside an equilateral triangle of side 4. Show that there are two chosen points at distance at most $\sqrt{3}$.,,,,,,,,
1253,29 Aug 2022,Mon,Daniel,"2009 BMO1, P5 of 6",A,2,FE,"Find all functions $f$, defined on the real numbers and taking real values, which satisfy the equation $f(x)f(y) = f(x+y) + xy$ for all real numbers $x$ and $y$.",,,,,,,,
1240,16 Aug 2022,Tue,Joe,"2010/11 BMO1, P2 of 6, modified",N,2,DE,Let $s$ be an integer greater than $6$. A solid cube of side $s$ has a square hole of side $x < s$ drilled directly through from one face to the opposite face (so the drill removes a cuboid). The volume of the remaining solid is numerically equal to the total surface area of the remaining solid. Determine all possible integer values of $x$.,,,,"in original paper, it said x<6 instead of x<s; this was a typo",,,,
1232,8 Aug 2022,Mon,Daniel,"1999 BMO1, P3 of 5",N,2,,"Determine a positive constant $c$ such that the equation \begin{equation*}xy^2 - y^2 - x + y = c\end{equation*} has precisely three solutions $(x, y)$ in positive integers.",,,,,,,,
1220,27 Jul 2022,Wed,Angry Any,"2019 HMMT Nov Gen, P3 of 10",C,2,,"Katie has a fair 2019-sided die with sides labeled $1, \ldots , 2019.$ After each roll, she replaces her $n$-sided die with an $(n+ 1)$-sided die having the $n$ sides of her previous die and an additional side with the number she just rolled. What is the probability that Katie’s 2019th roll is a 2019?",,,,,,,,
1218,25 Jul 2022,Mon,Daniel,Folklore,A,2,IN,"Let $a, b, c$ be positive real numbers. Show that \begin{equation*}\frac{c}{a} + \frac{a}{b+c} + \frac{b}{c} \ge 2.\end{equation*}",,,,,,,,
1212,19 Jul 2022,Tue,Joe,"2017 UK SMC, P24 of 25, adapted",CG,2,,There is a set of straight lines in the plane such that each line intersects exactly ten others. What are the possible values for the number of lines in the set?,,,,,,,,
1205,12 Jul 2022,Tue,Tony,PST 4.6,G,2,,"In rectangle \(ABCD\), let \(M\) and \(N\) be the midpoints of \(BC\) and \(CD\), respectively.  Let \(DM\) and \(BN\) intersect at \(P\).

Prove that \(\angle MAN = \angle BPM\).",,,,,,,,
1197,4 Jul 2022,Mon,Daniel,"2004 APMO, P1 of 5",N,2,,"Determine all finite, non-empty sets $S$ such that, if $i, j \in S$, we have \begin{equation*}\frac{i+j}{\gcd(i, j)} \in S.\end{equation*}",,,,,,,,
1191,28 Jun 2022,Tue,Joe,Cauchy's Functional Equation,A,2,FE,"Find all functions $f:\mathbb Q\rightarrow\mathbb R$ which satisfy the following property: $$f(x+y)=f(x)+f(y)$$ for all $x,y\in\mathbb Q$.",,,,,,,,
1190,27 Jun 2022,Mon,Daniel,"1998 BMO1, P1 of 5",C,2,,"A $5\times 5$ square is divided into 25 unit squares. One of the numbers $1, 2, 3, 4, 5$ is inserted into each unit square in such a way that each row, each column and each of the two long diagonals contain each of the five numbers once and only once. The sum of the four numbers in the four squares immediately below the diagonal from top left to bottom right is called the \emph{score}.\\Show that it is impossible for the score to be 20.\\What is the highest possible score?",,,,,,,,
1183,20 Jun 2022,Mon,Daniel,"1975 Chisinau City MO, Grade 8, Day 2, P4 of 6",A,2,IN,"Let $x, y$ be real numbers such that $xy = 1$. Show that \begin{equation*}x^2 + y^2 \ge 2\sqrt{2}(x-y).\end{equation*} For which $x, y$ do we have equality?",,,,,,,,
1170,7 Jun 2022,Tue,Tony,"2018 Austria Beginners' Competitions, P2 of 4",G,2,,"Let $ABC$ be an acute-angled triangle, $M$ the midpoint of the side $AC$ and $F$ the foot on $AB$ of the altitude through the vertex $C$. Prove that $AM = AF$ holds if and only if $\angle BAC = 60^o$.",,,,,,,,
1164,1 Jun 2022,Wed,Angry Any,"2016 CMO, P1 of 5",N,2,,"The integers \(1, 2, 3, \ldots , 2016\) are written on a board. You can choose any two numbers on the board and replace them with their average. For example, you can replace \(1\) and \(2\) with \(1.5\), or you can replace \(1\) and \(3\) with a second copy of \(2\). After \(2015\) replacements of this kind, the board will have only one number left on it.
\begin{enumerate}[(a)]
\item Prove that there is a sequence of replacements that will make the final number equal to \(2\). 
\item Prove that there is a sequence of replacements that will make the final number equal to \(1000\).
\end{enumerate}",,,,,,,,
1163,31 May 2022,Tue,Adam,Old French TST,C,2,,There are three colleges in a town. Each college has $n$ students. Any student of any college knows $n+1$ students of the other two colleges. Prove that it is possible to choose a student from each of the three colleges so that all three students would know each other.,,,,,,,,
1162,30 May 2022,Mon,Daniel,1990 Romanian MO,A,2,,Find the least positive integer $m$ such that \begin{equation*}\begin{pmatrix}2n\\n\end{pmatrix}^{1/n} < m\end{equation*} for all $n \in \mathbb{N}$.,,,,,,,,
1156,24 May 2022,Tue,Tony,PST 2.0.8,N,2,,"Find all 5-digit natural numbers such that after deleting any one digit, the remaining number is a 4-digit number which is divisible by 7.

(Note that leading zeros do not count as digits, e.g.\ 00123 counts as a 3-digit number.)",,,,,,,,
1155,23 May 2022,Mon,Daniel,Pitot's theorem,G,2,,"Prove that a quadrilateral with side lengths $a, b, c, d$, in that order, has an inscribed circle if, and only if, $a + c = b + d$.",,,,,,,,
1149,17 May 2022,Tue,Joe,"2015 BMO2, P1 of 4",A,2,SE,The first term $x_1$ of a sequence is $2014$. Each subsequent term of the sequence is defined in terms of the previous term. The iterative formula is $$x_{n+1}=\frac{(\sqrt2+1)x_n-1}{(\sqrt2+1)+x_n}.$$ Find the $2015$th term $x_{2015}$.,,,,https://bmos.ukmt.org.uk/home/bmo2-2015.pdf,,,,
1148,16 May 2022,Mon,Daniel,Folklore,N,2,CO,Prove that there are infinitely many primes $p$ which leave a remainder of $3$ when divided by $4$.,,,,,,,,
1141,9 May 2022,Mon,Tony,"2002 Norwegian MO, P1a of 4",N,2,,Find all integers $k$ such that both $k + 1$ and $16k + 1$ are perfect squares.,,,,,,,,
1134,2 May 2022,Mon,Daniel,"1996 BMO1, P2 of 5",A,2,"EV, SE",A function $f$ is defined over the set of all positive integers and satisfies \begin{equation*}f(1) = 1996\end{equation*} and \begin{equation*}f(1) + f(2) + \cdots + f(n) = n^2 f(n) \quad \text{for all } n > 1.\end{equation*}Calculate the exact value of $f(1996)$.,,,,,,,,
1121,19 Apr 2022,Tue,Adam,Folklore,N,2,,Is it possible for the product of five consecutive positive integers to be a perfect square?,,,,,,,,
1108,6 Apr 2022,Wed,Angry Any,2022 CHMMC Problem 3 of 6,A,2,PO,"Let $F(x_1,..., x_n)$ be a polynomial with real coefficients in $n > 1$ “indeterminate” variables $x_1,..., x_n$. We say that $F$ is $n-alternating$ if for all integers $1 \leq i < j \leq n$,
\[
F(x_1,\ldots, x_i,\ldots , x_j ,\ldots, x_n) = −F(x_1,\ldots, x_j ,\ldots, x_i ,\ldots, x_n),
\]
i.e. swapping the order of indeterminates $x_i, x_j$ flips the sign of the polynomial. For example, $x^2_1x_2 - x_2^2x_1$ is $2-alternating$, whereas $x_1x_2x_3 +2x_2x_3$ is not $3-alternating$.
Note: two polynomials $P(x_1,..., x_n)$ and $Q(x_1,..., x_n)$ are considered equal if and only if each monomial constituent $\alpha x_1^{k_1} \ldots x_n^{k_n}$  of $P$ appears in $Q$ with the same coefficient $\alpha$, and vice versa. This is equivalent to saying that $P(x_1,\ldots, x_n) = 0$ if and only if every possible monomial constituent of $P$ has coefficient $0$.
\begin{enumerate}
\item Compute a $3-alternating$ polynomial of degree $3$.
\item Prove that the degree of any nonzero $n-alternating$ polynomial is at least $\binom{n}{2}$
\end{enumerate}",,,,,,,,
1106,4 Apr 2022,Mon,Daniel,"1997 BMO1, P4 of 5",G,2,,"Let $ABCD$ be a convex quadrilateral. The midpoints of $AB$, $BC$, $CD$ and $DA$ are $P$, $Q$, $R$, and $S$, respectively. Given that the quadrilateral $PQRS$ has area 1, prove that the area of the quadrilateral $ABCD$ is 2.",,,,,,,,
1100,29 Mar 2022,Tue,Adam,"2022 Irish EGMO TST, P3 of 4",N,2,,"We say two prime numbers are cousins if they differ by no more than 20. For example, 3 and 23 are cousins, but 2 and 23 are not cousins. 

Find all pairs of prime cousins whose product is two less than a perfect square.",,,,,,,,
1099,28 Mar 2022,Mon,Daniel,"2015 BMO1, P1 of 6",N,2,DE,"On Thursday 1st January 2015, Anna buys one book and one shelf. For the next two years, she buys one book every day and one shelf on alternate Thursdays, so she next buys a shelf on 15th January 2015. On how many days in the period Thursday 1st January 2015 until (and including) Saturday 31st December 2016 is it possible for Anna to put all her books on all her shelves, so that there is an equal number of books on each shelf?",,,,,,,,
1094,23 Mar 2022,Wed,Angry Any,2020 Pumac Team Round Problem 1 of 15,C,2,TL,"Consider a 2021-by-2021 board of unit squares. For some integer $k$, we say the board is tiled by $k$-by-$k$ squares if it is completely covered by (possibly overlapping) $k$-by-$k$ squares with their corners on the corners of the unit squares. What is the largest integer $k$ such that the minimum number of $k$-by-$k$ squares needed to tile the 2021-by-2021 board is exactly equal to 100?",,,,,,,,
1092,21 Mar 2022,Mon,Daniel,"2017 Austria Regional Competition, P1 of 4",A,2,IN,"Let \(x_1,\) \(x_2,\) \(\ldots,\) \(x_9\) be nonnegative real numbers subject to the condition \[x_1^2 + x_2^2 + \ldots + x_9^2 \geq 25.\]  Prove that there exist three of these numbers with a sum of at least \(5.\)",,,,https://www.math.aau.at/OeMO/problems/,,,,
1086,15 Mar 2022,Tue,Adam,Folklore,C,2,IV,"Three integers $a, b, c$ are written on a blackboard. Then one of the integers is erased and replaced by the sum of the other two diminished by 1. This operation is repeated many times with the final result $17,1967,1983$. Could the initial numbers be
\begin{enumerate}[(a)]
\item $2,2,2$?
\item $3,3,3$?
\end{enumerate}",,,,,,,,
1085,14 Mar 2022,Mon,Daniel,Pi,G,2,"CO, GI","Let $C$ be a circle of diameter 1. Show that the length of the circumference of $C$ is bigger than 3, but smaller than 4.",,,,,,,,
1080,9 Mar 2022,Wed,Angry Any,2019 PUMaC Team Problem 6 of 15,N,2,,"Pavel and Sara roll two, fair six-sided dice (with faces labeled from 1 to 6) but do not look at the result. A third-party observer whispers the product of the face-up numbers to Pavel and the sum of the face-up numbers to Sara.

\makebox[1.5em]{}Pavel and Sara are perfectly rational and truth-telling, and they both know this.

\makebox[1.5em]{}Pavel says, ``With the information I have, I am unable to deduce the sum of the two numbers rolled.”

\makebox[1.5em]{}Sara responds, ``Interesting! With the information I have, I am unable to deduce the product of the two numbers rolled.”

\makebox[1.5em]{}Pavel responds, ``Wow! I still cannot deduce the sum. But I’m sure you know the product by now!”

\makebox[1.5em]{}What is the product?",,,,,,,,
1079,8 Mar 2022,Tue,Tony,"2017 AIME I, P7 of 15 (adapted)",C,2,CI,"Let $n$ be a nonnegative integer. For nonnegative integers $a$ and $b$ with $a + b \leq n$, let $T(a, b) = \tbinom{n}{a} \tbinom{n}{b} \tbinom{n}{a + b}$. Let $S$ denote the sum of all $T(a, b)$, where $a$ and $b$ are nonnegative integers with $a + b \leq n$. Prove that $S = \tbinom{3n}{n}$.",,,,,,,,
1078,7 Mar 2022,Mon,Daniel,"2003 BMO1, P2 of 5",G,2,,"$ABCD$ is a rectangle, $P$ is the midpoint of $AB$, and $Q$ is the point on $PD$ such that $CQ$ is perpendicular to $PD$. Prove that the triangle $BQC$ is isosceles.",,,,,,,,
1072,1 Mar 2022,Tue,Adam,"2021–22 ICMC, Round 2, P1 of 5",CG,2,,"Let $S$ be a set of 2022 lines in the plane, no two parallel, no three concurrent. $S$ divides the plane into finite regions and infinite regions. Is it possible for all the finite regions to have integer area?",,,,,,,,
1065,22 Feb 2022,Tue,Joe,"2015 UK IMOK, M1, adapted",N,2,,"Consider the sequence $2, 22, 222, 2222, 22222, \ldots$.

Are any of the numbers in this sequence divisible by 2022? If so, what is the smallest such number?",,,,,,,,
1057,14 Feb 2022,Mon,Daniel,"2018 Polish Junior MO Round 2, P2 of 5",G,2,,"Let $ABC$ be an acute angled triangle with $AC \ne BC$. Let $K$ be the foot of the altitude from $C$, and $O$ be the circumcentre of $ABC$. Show that the quadrilaterals $AKOC$ and $BKOC$ have the same area.",,,,,,,,
1052,9 Feb 2022,Wed,Angry Any,2021 NICE Spring P 13 of 25,A,2,SY,"Suppose $x$ and $y$ are nonzero real numbers satisfying the system of equations
\begin{align*}
    3x^2 + y^2 &= 13x,\\
    x^2 + 3y^2 &= 14y.
\end{align*}
Find $x+y$.",,,,,,,,
1030,18 Jan 2022,Tue,Joe,"2017/8 BMO1, P4 of 6",A,2,SE,"Consider sequences $a_1,a_2,a_3,\ldots$ of positive real numbers with $a_1=1$ and such that $$a_{n+1}+a_n=(a_{n+1}-a_n)^2$$ for each positive integer $n$. How many possible values can $a_{2017}$ take?",,,,,,,,
1023,11 Jan 2022,Tue,Adam,"2002 Flanders JMO, P3 of 4",C,2,,Is it possible to number the 8 vertices of a cube from 1 to 8 in such a way that the value of the sum on every edge is different?,,,,,,,,
1016,4 Jan 2022,Tue,Adam,Folklore — Gersonides (1343),N,2,DE,Find all non-negative integers $x$ and $y$ such that $3^x - 2^y = 1$.,,,,,,,,
1015,3 Jan 2022,Mon,Daniel,"2001 BMO1, P3 of 5",A,2,,"Find all real solutions to the equation \begin{equation*}x + \left\lfloor\frac{x}{6}\right\rfloor = \left\lfloor\frac{x}{2}\right\rfloor + \left\lfloor\frac{2x}{3}\right\rfloor,\end{equation*} where $\lfloor t\rfloor$ denotes the largest integer less than or equal to the real number $t$.",,,,,,,,
988,7 Dec 2021,Tue,Adam,"2021 ICMC Round 1, P1 of 6",G,2,,Let $T_{n}$ be the number of non-congruent triangles with positive area and integer side lengths summing to $n$. Prove that $T_{2022}=T_{2019}$.,,,,,,,,
987,6 Dec 2021,Mon,Daniel,"2009 Costa Rica Final Round, P5 of 6",A,2,PO,"Suppose the polynomial \begin{equation*}x^n + a_{n-1}x^{n-1} + \dots + a_1x + a_0 \equiv (x+r_1)(x+r_2)\dots(x+r_n)\end{equation*} with $r_1, \dots, r_n$ real numbers. Show that \begin{equation*}(n-1)a_{n-1}^2 \ge 2na_{n-2}.\end{equation*}",,,,,,,,
981,30 Nov 2021,Tue,Adam,"2018 Cyprus TST, P1 of 5",A,2,,Determine all integers $n \geq 2$ for which the number 11111 in base $n$ is a perfect square.,,,,,,,,
980,29 Nov 2021,Mon,Daniel,"2018 Polish Junior MO Round 1, P5 of 7",C,2,,"Suppose the integers are each coloured either red, green or blue in such a way that, if $x, y$ are coloured differently, their sum $x + y$ is coloured red. Is it possible to colour it in this way while using all three colours at least once?",,,,,,,,
974,23 Nov 2021,Tue,Adam,"AIME 2013, P6 of 15",N,2,,Find the least positive integer $N$ such that the set of 1000 consecutive integers beginning with $1000 \cdot N$ contains no square of an integer.,,,,,,,,
973,22 Nov 2021,Mon,Daniel,Typo,N,2,,Find all positive integers $n$ such that $2n-1$ has precisely $n$ positive factors.,,,,,,,,
967,16 Nov 2021,Tue,Joe,"1964 IMO, P1 of 6",N,2,,"\begin{enumerate}[label=(\alph*)]
\item Find all positive integers $ n$ for which $ 2^n-1$ is divisible by $ 7$.
\item Prove that there is no positive integer $ n$ for which $ 2^n+1$ is divisible by $ 7$.
\end{enumerate}",,,,,,,,
966,15 Nov 2021,Mon,Daniel,"2015 Austria Beginners' Competition,  P2 of 4",A,2,,"Let $x, y$ be positive real numbers such that $xy = 4$. Prove that \begin{equation*}\frac{1}{x+3} + \frac{1}{y+3} \le \frac{2}{5}.\end{equation*} For which $x$ and $y$ does equality hold?",,,,,,,,
960,9 Nov 2021,Tue,Tony,Wythoff's game (1907),C,2,,"A queen is at the square h7 on a chessboard. Amy and Bob take turns moving the queen left, down, or diagonally left-down at least 1 square. The player who moves it to a1 wins. Who has a winning strategy?",,,,,,,,
946,26 Oct 2021,Tue,Tony,PST 3.0.6,N,2,DE,Find all integers x and y such that \[x^3y + x + y = xy + 2xy^2.\],,,,,,,,
945,25 Oct 2021,Mon,Daniel,"2000 BMO1, P2 of 5",N,2,,"Show that, for every positive integer $n$, \begin{equation*}121^n - 25^n + 1900^n - (-4)^n\end{equation*} is divisible by 2000.",,,,,,,,
939,19 Oct 2021,Tue,Adam,Folklore,C,2,,"Let $n \geq 2$ be a positive integer, and let $S = \{1, 2, \dots, n\}$. Find the number of non-decreasing functions $f:S \rightarrow S$ such that $|f(x) - f(y)| \leq |x - y|$.",,,,,,,,
938,18 Oct 2021,Mon,Daniel,"2001 Korean MO, P? of 8",A,2,,Let \begin{equation*}f(x) = \frac{2}{4^x + 2}\end{equation*} for real numbers $x$. Evaluate \begin{equation*}f\left(\frac{1}{2001}\right) + f\left(\frac{2}{2001}\right) + \cdots + f\left(\frac{2000}{2001}\right).\end{equation*},,,,,,,,
